datazone,same_address_last_year,same_datazone_last_year
S01004655,835,2
S01004656,510,15
S01004657,720,6
S01004658,884,17
S01004659,493,1
S01004660,699,-
S01004661,635,6
S01004662,860,16
S01004663,508,5
S01004664,608,7
S01004665,712,6
S01004666,733,4
S01004667,653,2
S01004668,814,7
S01004669,716,9
S01004670,775,15
S01004671,862,-
S01004672,630,-
S01004673,859,14
S01004674,810,3
S01004675,860,7
S01004676,736,5
S01004677,768,7
S01004678,627,1
S01004679,478,2
S01004680,771,10
S01004681,668,7
S01004682,519,1
S01004683,682,2
S01004684,711,2
S01004685,503,1
S01004686,706,6
S01004687,760,1
S01004688,675,8
S01004689,937,7
S01004690,484,-
S01004691,792,-
S01004692,673,1
S01004693,794,4
S01004694,609,1
S01004695,754,4
S01004696,836,4
S01004697,851,2
S01004698,557,2
S01004699,722,8
S01004700,719,1
S01004701,438,3
S01004702,564,3
S01004703,673,11
S01004704,570,3
S01004705,886,4
S01004706,477,-
S01004707,962,11
S01004708,695,5
S01004709,716,-
S01004710,891,4
S01004711,744,16
S01004712,550,1
S01004713,677,15
S01004714,695,9
S01004715,753,11
S01004716,840,5
S01004717,695,24
S01004718,900,17
S01004719,689,5
S01004720,652,4
S01004721,551,11
S01004722,664,4
S01004723,466,7
S01004724,892,3
S01004725,543,10
S01004726,538,2
S01004727,829,3
S01004728,558,1
S01004729,604,2
S01004730,820,100
S01004731,756,8
S01004732,579,-
S01004733,741,-
S01004734,506,4
S01004735,844,1
S01004736,675,5
S01004737,700,12
S01004738,607,-
S01004739,713,1
S01004740,631,5
S01004741,580,11
S01004742,896,2
S01004743,841,5
S01004744,600,7
S01004745,756,13
S01004746,751,16
S01004747,762,-
S01004748,514,4
S01004749,597,-
S01004750,650,16
S01004751,709,40
S01004752,724,3
S01004753,660,21
S01004754,651,2
S01004755,642,18
S01004756,555,-
S01004757,825,14
S01004758,900,8
S01004759,564,-
S01004760,691,7
S01004761,516,1
S01004762,615,7
S01004763,783,7
S01004764,733,3
S01004765,899,12
S01004766,679,6
S01004767,642,4
S01004768,940,4
S01004769,486,7
S01004770,545,5
S01004771,732,-
S01004772,528,15
S01004773,744,4
S01004774,931,13
S01004775,791,11
S01004776,741,5
S01004777,558,4
S01004778,690,4
S01004779,737,9
S01004780,507,2
S01004781,768,1
S01004782,702,10
S01004783,859,15
S01004784,635,3
S01004785,552,2
S01004786,548,-
S01004787,891,8
S01004788,733,-
S01004789,897,6
S01004790,702,4
S01004791,527,9
S01004792,619,9
S01004793,793,4
S01004794,660,7
S01004795,911,8
S01004796,697,-
S01004797,674,4
S01004798,791,6
S01004799,562,4
S01004800,668,14
S01004801,678,-
S01004802,792,6
S01004803,763,11
S01004804,837,17
S01004805,629,9
S01004806,503,8
S01004807,489,14
S01004808,650,8
S01004809,437,1
S01004810,631,5
S01004811,605,8
S01004812,769,11
S01004813,827,2
S01004814,854,-
S01004815,689,3
S01004816,749,16
S01004817,520,9
S01004818,745,5
S01004819,523,9
S01004820,1021,12
S01004821,897,7
S01004822,676,7
S01004823,748,12
S01004824,752,-
S01004825,588,9
S01004826,669,12
S01004827,654,2
S01004828,938,5
S01004829,749,12
S01004830,668,14
S01004831,820,6
S01004832,603,8
S01004833,819,9
S01004834,731,11
S01004835,602,5
S01004836,681,-
S01004837,735,4
S01004838,912,1
S01004839,861,8
S01004840,645,9
S01004841,805,14
S01004842,402,-
S01004843,672,8
S01004844,877,2
S01004845,738,7
S01004846,700,14
S01004847,859,3
S01004848,674,-
S01004849,490,1
S01004850,779,6
S01004851,581,3
S01004852,677,11
S01004853,697,8
S01004854,902,8
S01004855,601,10
S01004856,667,7
S01004857,895,2
S01004858,884,1
S01004859,896,3
S01004860,323,1
S01004861,781,-
S01004862,640,16
S01004863,922,7
S01004864,548,2
S01004865,746,1
S01004866,860,3
S01004867,757,9
S01004868,700,4
S01004869,858,-
S01004870,902,4
S01004871,717,7
S01004872,803,3
S01004873,766,4
S01004874,762,5
S01004875,666,5
S01004876,955,8
S01004877,731,4
S01004878,696,8
S01004879,645,2
S01004880,628,5
S01004881,735,2
S01004882,499,2
S01004883,612,7
S01004884,531,6
S01004885,552,4
S01004886,775,11
S01004887,473,1
S01004888,580,-
S01004889,859,13
S01004890,655,15
S01004891,886,8
S01004892,717,1
S01004893,720,-
S01004894,694,3
S01004895,808,2
S01004896,918,1
S01004897,557,-
S01004898,946,18
S01004899,689,1
S01004900,679,7
S01004901,681,8
S01004902,687,1
S01004903,604,-
S01004904,897,5
S01004905,982,9
S01004906,757,9
S01004907,591,3
S01004908,688,-
S01004909,914,-
S01004910,827,7
S01004911,652,-
S01004912,694,1
S01004913,610,5
S01004914,566,3
S01004915,505,3
S01004916,724,11
S01004917,502,-
S01004918,490,2
S01004919,480,2
S01004920,907,9
S01004921,665,5
S01004922,624,4
S01004923,690,16
S01004924,811,4
S01004925,515,1
S01004926,801,9
S01004927,938,4
S01004928,418,6
S01004929,670,3
S01004930,585,8
S01004931,819,13
S01004932,691,10
S01004933,818,7
S01004934,625,6
S01004935,691,1
S01004936,809,8
S01004937,469,13
S01004938,728,11
S01004939,572,-
S01004940,519,-
S01004941,614,3
S01004942,957,6
S01004943,806,10
S01004944,494,11
S01004945,524,1
S01004946,541,24
S01004947,604,12
S01004948,489,13
S01004949,530,5
S01004950,458,5
S01004951,584,15
S01004952,793,7
S01004953,774,9
S01004954,701,10
S01004955,611,6
S01004956,606,22
S01004957,570,6
S01004958,651,20
S01004959,498,22
S01004960,464,-
S01004961,515,12
S01004962,515,3
S01004963,492,18
S01004964,912,16
S01004965,767,8
S01004966,742,16
S01004967,614,20
S01004968,505,22
S01004969,813,33
S01004970,676,32
S01004971,871,24
S01004972,697,15
S01004973,801,8
S01004974,737,5
S01004975,662,6
S01004976,683,8
S01004977,909,2
S01004978,874,10
S01004979,789,5
S01004980,947,10
S01004981,859,6
S01004982,580,2
S01004983,826,6
S01004984,700,3
S01004985,647,12
S01004986,569,2
S01004987,439,4
S01004988,445,3
S01004989,471,7
S01004990,464,5
S01004991,509,19
S01004992,821,5
S01004993,677,-
S01004994,655,7
S01004995,781,15
S01004996,493,6
S01004997,770,11
S01004998,727,8
S01004999,773,11
S01005000,522,7
S01005001,858,5
S01005002,706,9
S01005003,775,10
S01005004,528,9
S01005005,906,3
S01005006,477,-
S01005007,754,7
S01005008,811,17
S01005009,557,6
S01005010,525,11
S01005011,538,-
S01005012,567,16
S01005013,581,7
S01005014,707,12
S01005015,562,3
S01005016,677,12
S01005017,651,-
S01005018,574,-
S01005019,684,2
S01005020,679,8
S01005021,741,-
S01005022,622,-
S01005023,523,3
S01005024,785,-
S01005025,611,8
S01005026,571,-
S01005027,593,3
S01005028,538,4
S01005029,774,10
S01005030,919,7
S01005031,545,2
S01005032,821,1
S01005033,614,-
S01005034,728,2
S01005035,811,30
S01005036,479,3
S01005037,737,14
S01005038,750,5
S01005039,996,-
S01005040,737,20
S01005041,374,8
S01005042,801,-
S01005043,665,6
S01005044,820,3
S01005045,816,4
S01005046,907,3
S01005047,707,6
S01005048,506,10
S01005049,620,5
S01005050,845,7
S01005051,803,4
S01005052,603,8
S01005053,789,16
S01005054,566,3
S01005055,724,7
S01005056,550,5
S01005057,682,4
S01005058,626,1
S01005059,487,4
S01005060,666,7
S01005061,888,7
S01005062,461,9
S01005063,478,2
S01005064,749,3
S01005065,716,11
S01005066,688,13
S01005067,391,8
S01005068,640,-
S01005069,541,1
S01005070,695,5
S01005071,614,26
S01005072,551,2
S01005073,685,17
S01005074,719,5
S01005075,421,28
S01005076,707,7
S01005077,576,1
S01005078,652,3
S01005079,601,2
S01005080,457,2
S01005081,585,2
S01005082,624,7
S01005083,863,2
S01005084,569,9
S01005085,529,6
S01005086,648,5
S01005087,466,9
S01005088,550,-
S01005089,730,2
S01005090,791,7
S01005091,654,1
S01005092,622,3
S01005093,738,-
S01005094,472,6
S01005095,858,11
S01005096,530,11
S01005097,639,9
S01005098,686,-
S01005099,786,2
S01005100,547,-
S01005101,741,10
S01005102,843,9
S01005103,734,11
S01005104,585,15
S01005105,793,18
S01005106,478,3
S01005107,513,6
S01005108,549,3
S01005109,779,15
S01005110,895,18
S01005111,488,9
S01005112,727,10
S01005113,949,11
S01005114,862,33
S01005115,718,30
S01005116,604,1
S01005117,577,3
S01005118,652,11
S01005119,607,-
S01005120,566,-
S01005121,737,4
S01005122,703,6
S01005123,677,3
S01005124,676,3
S01005125,675,12
S01005126,494,9
S01005127,553,4
S01005128,719,1
S01005129,797,13
S01005130,585,5
S01005131,699,17
S01005132,597,3
S01005133,438,4
S01005134,886,11
S01005135,617,28
S01005136,727,21
S01005137,753,13
S01005138,937,24
S01005139,531,15
S01005140,488,8
S01005141,739,16
S01005142,531,3
S01005143,825,8
S01005144,865,20
S01005145,686,14
S01005146,594,24
S01005147,767,21
S01005148,610,7
S01005149,548,5
S01005150,591,9
S01005151,668,1
S01005152,684,-
S01005153,659,7
S01005154,525,1
S01005155,691,6
S01005156,656,7
S01005157,845,10
S01005158,736,4
S01005159,864,10
S01005160,964,11
S01005161,975,-
S01005162,901,4
S01005163,535,1
S01005164,864,8
S01005165,710,-
S01005166,954,13
S01005167,864,5
S01005168,613,4
S01005169,588,3
S01005170,793,6
S01005171,805,7
S01005172,679,14
S01005173,661,-
S01005174,869,9
S01005175,639,2
S01005176,627,9
S01005177,884,13
S01005178,881,1
S01005179,882,-
S01005180,841,2
S01005181,680,6
S01005182,715,7
S01005183,858,9
S01005184,964,42
S01005185,501,5
S01005186,711,2
S01005187,958,2
S01005188,957,-
S01005189,876,11
S01005190,863,-
S01005191,832,21
S01005192,809,1
S01005193,717,4
S01005194,562,2
S01005195,952,9
S01005196,689,3
S01005197,680,2
S01005198,872,6
S01005199,846,-
S01005200,574,1
S01005201,800,11
S01005202,846,15
S01005203,904,3
S01005204,518,-
S01005205,768,9
S01005206,898,-
S01005207,884,15
S01005208,570,9
S01005209,736,4
S01005210,880,4
S01005211,590,10
S01005212,586,4
S01005213,891,4
S01005214,726,9
S01005215,808,8
S01005216,544,5
S01005217,767,2
S01005218,806,18
S01005219,905,14
S01005220,672,3
S01005221,615,3
S01005222,681,7
S01005223,679,2
S01005224,678,10
S01005225,838,11
S01005226,516,1
S01005227,843,8
S01005228,946,4
S01005229,726,-
S01005230,698,2
S01005231,619,11
S01005232,770,3
S01005233,453,13
S01005234,852,9
S01005235,790,9
S01005236,881,8
S01005237,934,1
S01005238,779,5
S01005239,767,16
S01005240,814,7
S01005241,892,-
S01005242,751,12
S01005243,767,2
S01005244,988,-
S01005245,647,16
S01005246,838,13
S01005247,646,13
S01005248,562,9
S01005249,636,6
S01005250,693,6
S01005251,838,19
S01005252,540,19
S01005253,504,1
S01005254,586,5
S01005255,552,18
S01005256,656,6
S01005257,873,3
S01005258,1006,-
S01005259,671,7
S01005260,597,5
S01005261,572,6
S01005262,797,4
S01005263,508,6
S01005264,688,6
S01005265,498,14
S01005266,819,2
S01005267,853,8
S01005268,742,20
S01005269,671,9
S01005270,1019,5
S01005271,576,-
S01005272,593,9
S01005273,769,8
S01005274,693,2
S01005275,481,2
S01005276,598,9
S01005277,610,1
S01005278,779,5
S01005279,519,5
S01005280,705,1
S01005281,804,6
S01005282,683,15
S01005283,756,5
S01005284,754,27
S01005285,668,-
S01005286,680,3
S01005287,726,6
S01005288,837,12
S01005289,811,14
S01005290,542,6
S01005291,627,3
S01005292,665,4
S01005293,771,13
S01005294,516,-
S01005295,550,7
S01005296,841,-
S01005297,670,3
S01005298,995,6
S01005299,548,-
S01005300,874,12
S01005301,836,4
S01005302,950,17
S01005303,713,6
S01005304,694,2
S01005305,760,3
S01005306,969,5
S01005307,858,6
S01005308,492,5
S01005309,853,3
S01005310,962,-
S01005311,885,6
S01005312,587,5
S01005313,861,4
S01005314,505,-
S01005315,631,8
S01005316,839,2
S01005317,547,5
S01005318,498,-
S01005319,650,-
S01005320,590,11
S01005321,604,-
S01005322,721,7
S01005323,666,-
S01005324,709,3
S01005325,774,-
S01005326,900,6
S01005327,590,2
S01005328,596,9
S01005329,487,3
S01005330,643,3
S01005331,656,9
S01005332,493,-
S01005333,767,3
S01005334,492,1
S01005335,533,-
S01005336,523,4
S01005337,897,10
S01005338,548,-
S01005339,707,-
S01005340,544,1
S01005341,656,-
S01005342,754,-
S01005343,896,-
S01005344,732,3
S01005345,691,4
S01005346,792,5
S01005347,682,7
S01005348,739,9
S01005349,846,1
S01005350,637,3
S01005351,765,5
S01005352,882,-
S01005353,957,14
S01005354,938,-
S01005355,786,-
S01005356,698,6
S01005357,681,7
S01005358,814,6
S01005359,876,12
S01005360,860,-
S01005361,859,-
S01005362,717,22
S01005363,665,18
S01005364,805,5
S01005365,566,6
S01005366,708,12
S01005367,817,20
S01005368,607,11
S01005369,862,9
S01005370,749,6
S01005371,929,6
S01005372,865,18
S01005373,763,-
S01005374,829,14
S01005375,944,7
S01005376,883,5
S01005377,818,5
S01005378,680,3
S01005379,919,8
S01005380,613,12
S01005381,619,15
S01005382,649,40
S01005383,586,12
S01005384,758,4
S01005385,662,24
S01005386,547,10
S01005387,902,3
S01005388,687,6
S01005389,671,12
S01005390,776,15
S01005391,635,1
S01005392,741,30
S01005393,737,27
S01005394,738,17
S01005395,807,2
S01005396,605,3
S01005397,534,9
S01005398,871,12
S01005399,884,8
S01005400,832,29
S01005401,833,9
S01005402,837,8
S01005403,861,21
S01005404,687,4
S01005405,475,7
S01005406,526,-
S01005407,829,16
S01005408,487,13
S01005409,583,4
S01005410,686,10
S01005411,815,6
S01005412,829,17
S01005413,710,40
S01005414,828,13
S01005415,731,2
S01005416,801,17
S01005417,687,2
S01005418,673,11
S01005419,651,11
S01005420,809,-
S01005421,868,6
S01005422,678,16
S01005423,911,8
S01005424,715,5
S01005425,714,20
S01005426,700,15
S01005427,669,18
S01005428,859,16
S01005429,558,6
S01005430,601,-
S01005431,734,2
S01005432,695,4
S01005433,730,5
S01005434,521,13
S01005435,724,7
S01005436,738,14
S01005437,839,-
S01005438,790,12
S01005439,572,9
S01005440,824,15
S01005441,742,15
S01005442,650,19
S01005443,798,14
S01005444,799,14
S01005445,856,16
S01005446,695,25
S01005447,788,3
S01005448,797,7
S01005449,763,28
S01005450,805,13
S01005451,901,8
S01005452,869,4
S01005453,807,22
S01005454,627,4
S01005455,764,4
S01005456,772,10
S01005457,847,3
S01005458,713,5
S01005459,736,2
S01005460,691,21
S01005461,693,16
S01005462,862,4
S01005463,507,7
S01005464,527,8
S01005465,503,16
S01005466,806,7
S01005467,448,14
S01005468,763,22
S01005469,741,11
S01005470,630,6
S01005471,621,4
S01005472,715,14
S01005473,620,7
S01005474,746,11
S01005475,634,25
S01005476,741,1
S01005477,808,13
S01005478,729,25
S01005479,522,2
S01005480,678,4
S01005481,604,4
S01005482,535,10
S01005483,699,4
S01005484,500,7
S01005485,747,9
S01005486,820,11
S01005487,649,22
S01005488,817,6
S01005489,802,20
S01005490,563,20
S01005491,822,18
S01005492,824,43
S01005493,608,8
S01005494,626,16
S01005495,617,7
S01005496,909,30
S01005497,532,5
S01005498,761,35
S01005499,650,13
S01005500,697,3
S01005501,726,4
S01005502,805,14
S01005503,552,5
S01005504,577,2
S01005505,599,6
S01005506,694,5
S01005507,468,11
S01005508,673,3
S01005509,537,13
S01005510,558,7
S01005511,551,1
S01005512,585,23
S01005513,668,12
S01005514,511,20
S01005515,556,7
S01005516,482,19
S01005517,810,59
S01005518,898,32
S01005519,644,18
S01005520,898,5
S01005521,691,17
S01005522,574,18
S01005523,784,25
S01005524,634,8
S01005525,715,5
S01005526,643,11
S01005527,469,20
S01005528,524,2
S01005529,811,5
S01005530,619,3
S01005531,492,13
S01005532,715,9
S01005533,726,1
S01005534,580,1
S01005535,754,24
S01005536,851,24
S01005537,638,13
S01005538,818,13
S01005539,824,1
S01005540,708,22
S01005541,605,17
S01005542,741,4
S01005543,669,5
S01005544,666,11
S01005545,759,10
S01005546,567,12
S01005547,598,13
S01005548,778,4
S01005549,894,5
S01005550,580,6
S01005551,844,4
S01005552,757,-
S01005553,769,-
S01005554,682,-
S01005555,617,5
S01005556,470,7
S01005557,737,8
S01005558,692,5
S01005559,636,4
S01005560,581,7
S01005561,788,12
S01005562,769,2
S01005563,736,2
S01005564,716,1
S01005565,540,-
S01005566,506,-
S01005567,916,1
S01005568,516,-
S01005569,643,5
S01005570,735,4
S01005571,654,-
S01005572,724,-
S01005573,623,7
S01005574,782,1
S01005575,708,2
S01005576,713,1
S01005577,664,1
S01005578,894,-
S01005579,727,9
S01005580,454,3
S01005581,686,1
S01005582,655,7
S01005583,528,-
S01005584,534,-
S01005585,681,14
S01005586,562,5
S01005587,891,7
S01005588,635,6
S01005589,625,17
S01005590,688,4
S01005591,907,7
S01005592,474,-
S01005593,861,3
S01005594,704,4
S01005595,792,5
S01005596,513,3
S01005597,890,5
S01005598,806,4
S01005599,529,2
S01005600,737,10
S01005601,715,13
S01005602,684,8
S01005603,448,3
S01005604,500,5
S01005605,918,4
S01005606,570,1
S01005607,566,-
S01005608,842,4
S01005609,694,8
S01005610,530,2
S01005611,646,18
S01005612,692,4
S01005613,752,1
S01005614,735,4
S01005615,887,-
S01005616,603,4
S01005617,714,7
S01005618,578,1
S01005619,564,-
S01005620,456,3
S01005621,673,4
S01005622,861,8
S01005623,720,10
S01005624,845,4
S01005625,834,2
S01005626,772,-
S01005627,646,3
S01005628,823,4
S01005629,724,-
S01005630,481,3
S01005631,715,3
S01005632,451,1
S01005633,686,4
S01005634,748,3
S01005635,755,-
S01005636,795,5
S01005637,815,4
S01005638,735,3
S01005639,716,20
S01005640,464,2
S01005641,831,13
S01005642,685,2
S01005643,575,1
S01005644,588,-
S01005645,822,3
S01005646,644,14
S01005647,677,5
S01005648,725,7
S01005649,793,9
S01005650,575,2
S01005651,656,3
S01005652,662,7
S01005653,849,6
S01005654,694,6
S01005655,787,5
S01005656,554,3
S01005657,564,2
S01005658,852,-
S01005659,851,5
S01005660,588,1
S01005661,576,3
S01005662,606,-
S01005663,600,-
S01005664,563,1
S01005665,466,-
S01005666,803,15
S01005667,748,5
S01005668,813,10
S01005669,543,4
S01005670,619,12
S01005671,462,5
S01005672,765,31
S01005673,561,11
S01005674,854,21
S01005675,832,40
S01005676,800,24
S01005677,757,5
S01005678,772,17
S01005679,614,24
S01005680,616,1
S01005681,805,9
S01005682,559,6
S01005683,841,7
S01005684,842,16
S01005685,606,5
S01005686,552,18
S01005687,485,12
S01005688,756,8
S01005689,458,1
S01005690,699,6
S01005691,631,5
S01005692,600,12
S01005693,739,3
S01005694,551,13
S01005695,511,9
S01005696,600,8
S01005697,582,14
S01005698,536,13
S01005699,705,8
S01005700,426,4
S01005701,549,27
S01005702,636,7
S01005703,588,2
S01005704,631,3
S01005705,534,4
S01005706,723,3
S01005707,472,4
S01005708,708,11
S01005709,812,3
S01005710,553,8
S01005711,799,10
S01005712,529,-
S01005713,606,-
S01005714,739,7
S01005715,740,10
S01005716,582,-
S01005717,529,-
S01005718,715,9
S01005719,521,-
S01005720,583,2
S01005721,717,30
S01005722,522,-
S01005723,707,2
S01005724,633,8
S01005725,579,12
S01005726,776,3
S01005727,527,3
S01005728,757,3
S01005729,596,-
S01005730,698,8
S01005731,496,6
S01005732,868,20
S01005733,768,2
S01005734,602,11
S01005735,800,4
S01005736,649,9
S01005737,714,10
S01005738,781,24
S01005739,686,6
S01005740,654,8
S01005741,884,5
S01005742,707,6
S01005743,547,7
S01005744,838,3
S01005745,874,12
S01005746,770,4
S01005747,853,3
S01005748,519,-
S01005749,808,9
S01005750,798,2
S01005751,738,-
S01005752,756,13
S01005753,702,-
S01005754,861,1
S01005755,725,12
S01005756,832,4
S01005757,609,1
S01005758,816,-
S01005759,827,11
S01005760,561,4
S01005761,641,3
S01005762,737,3
S01005763,707,6
S01005764,546,19
S01005765,807,3
S01005766,592,7
S01005767,685,-
S01005768,820,9
S01005769,730,17
S01005770,531,10
S01005771,783,5
S01005772,732,5
S01005773,756,4
S01005774,679,5
S01005775,797,3
S01005776,671,-
S01005777,566,5
S01005778,655,6
S01005779,660,2
S01005780,595,-
S01005781,765,11
S01005782,742,8
S01005783,546,1
S01005784,472,4
S01005785,790,9
S01005786,693,1
S01005787,720,-
S01005788,493,9
S01005789,881,3
S01005790,591,-
S01005791,465,2
S01005792,870,3
S01005793,529,-
S01005794,935,2
S01005795,686,2
S01005796,503,-
S01005797,643,2
S01005798,633,1
S01005799,724,2
S01005800,652,5
S01005801,741,-
S01005802,613,18
S01005803,628,6
S01005804,595,-
S01005805,585,-
S01005806,634,15
S01005807,883,7
S01005808,775,-
S01005809,529,4
S01005810,463,6
S01005811,581,4
S01005812,684,4
S01005813,833,-
S01005814,681,8
S01005815,922,2
S01005816,742,3
S01005817,506,2
S01005818,773,4
S01005819,699,1
S01005820,619,9
S01005821,502,-
S01005822,822,4
S01005823,668,-
S01005824,734,-
S01005825,684,2
S01005826,948,-
S01005827,721,1
S01005828,732,1
S01005829,733,3
S01005830,850,4
S01005831,899,5
S01005832,751,4
S01005833,680,10
S01005834,672,-
S01005835,671,1
S01005836,696,1
S01005837,468,4
S01005838,702,7
S01005839,841,-
S01005840,757,4
S01005841,634,5
S01005842,564,4
S01005843,542,-
S01005844,734,3
S01005845,515,-
S01005846,810,5
S01005847,719,7
S01005848,575,2
S01005849,785,5
S01005850,668,11
S01005851,685,2
S01005852,524,5
S01005853,878,-
S01005854,836,-
S01005855,819,11
S01005856,743,1
S01005857,631,10
S01005858,746,1
S01005859,712,1
S01005860,727,-
S01005861,498,1
S01005862,775,3
S01005863,842,2
S01005864,833,7
S01005865,688,22
S01005866,740,3
S01005867,862,4
S01005868,740,-
S01005869,752,-
S01005870,717,1
S01005871,676,1
S01005872,769,2
S01005873,937,1
S01005874,796,18
S01005875,558,4
S01005876,832,-
S01005877,855,2
S01005878,629,4
S01005879,642,2
S01005880,720,5
S01005881,718,-
S01005882,529,5
S01005883,466,2
S01005884,779,7
S01005885,637,-
S01005886,762,-
S01005887,485,-
S01005888,587,-
S01005889,737,1
S01005890,734,6
S01005891,572,14
S01005892,694,2
S01005893,729,-
S01005894,594,-
S01005895,612,-
S01005896,631,-
S01005897,752,4
S01005898,675,-
S01005899,661,3
S01005900,698,-
S01005901,703,1
S01005902,794,3
S01005903,851,1
S01005904,703,7
S01005905,667,3
S01005906,903,-
S01005907,676,1
S01005908,723,3
S01005909,522,-
S01005910,730,-
S01005911,931,5
S01005912,795,1
S01005913,881,11
S01005914,693,5
S01005915,685,3
S01005916,657,-
S01005917,800,25
S01005918,875,10
S01005919,490,2
S01005920,848,-
S01005921,563,3
S01005922,844,8
S01005923,712,2
S01005924,624,-
S01005925,717,2
S01005926,705,-
S01005927,732,16
S01005928,735,9
S01005929,580,2
S01005930,475,6
S01005931,733,3
S01005932,652,5
S01005933,723,1
S01005934,683,5
S01005935,585,2
S01005936,848,4
S01005937,597,-
S01005938,620,13
S01005939,716,1
S01005940,547,5
S01005941,478,3
S01005942,747,2
S01005943,863,8
S01005944,806,1
S01005945,787,2
S01005946,825,3
S01005947,738,6
S01005948,651,2
S01005949,661,2
S01005950,481,2
S01005951,774,11
S01005952,752,5
S01005953,856,8
S01005954,631,9
S01005955,430,3
S01005956,792,12
S01005957,942,1
S01005958,578,-
S01005959,469,1
S01005960,480,-
S01005961,736,9
S01005962,490,8
S01005963,511,-
S01005964,710,3
S01005965,740,8
S01005966,875,22
S01005967,834,9
S01005968,653,-
S01005969,709,2
S01005970,736,1
S01005971,472,6
S01005972,746,1
S01005973,672,12
S01005974,736,5
S01005975,735,-
S01005976,715,9
S01005977,718,5
S01005978,663,4
S01005979,906,-
S01005980,641,-
S01005981,656,23
S01005982,660,17
S01005983,939,2
S01005984,604,4
S01005985,784,12
S01005986,731,-
S01005987,555,-
S01005988,663,10
S01005989,767,11
S01005990,857,38
S01005991,750,14
S01005992,698,4
S01005993,759,2
S01005994,897,12
S01005995,615,8
S01005996,614,-
S01005997,632,6
S01005998,607,3
S01005999,829,4
S01006000,836,3
S01006001,691,21
S01006002,520,7
S01006003,632,1
S01006004,462,1
S01006005,762,31
S01006006,752,-
S01006007,507,3
S01006008,725,8
S01006009,551,3
S01006010,862,4
S01006011,750,11
S01006012,796,4
S01006013,521,6
S01006014,616,4
S01006015,684,2
S01006016,890,4
S01006017,567,2
S01006018,755,4
S01006019,679,-
S01006020,777,4
S01006021,851,3
S01006022,499,2
S01006023,758,-
S01006024,788,3
S01006025,734,4
S01006026,736,-
S01006027,716,-
S01006028,543,4
S01006029,715,2
S01006030,886,-
S01006031,816,9
S01006032,802,11
S01006033,667,1
S01006034,663,33
S01006035,910,1
S01006036,487,4
S01006037,825,1
S01006038,656,-
S01006039,804,-
S01006040,735,6
S01006041,840,9
S01006042,793,-
S01006043,583,-
S01006044,698,1
S01006045,621,4
S01006046,755,1
S01006047,707,4
S01006048,734,1
S01006049,711,1
S01006050,796,6
S01006051,829,26
S01006052,700,-
S01006053,836,1
S01006054,653,-
S01006055,562,1
S01006056,918,12
S01006057,483,2
S01006058,783,1
S01006059,757,2
S01006060,567,2
S01006061,592,5
S01006062,632,1
S01006063,549,10
S01006064,643,15
S01006065,646,12
S01006066,690,4
S01006067,890,18
S01006068,463,5
S01006069,787,2
S01006070,600,1
S01006071,907,8
S01006072,555,-
S01006073,465,7
S01006074,651,13
S01006075,849,7
S01006076,844,30
S01006077,709,7
S01006078,930,4
S01006079,715,15
S01006080,914,16
S01006081,657,7
S01006082,908,5
S01006083,859,6
S01006084,709,3
S01006085,737,5
S01006086,667,3
S01006087,702,-
S01006088,761,8
S01006089,680,7
S01006090,821,8
S01006091,539,2
S01006092,583,2
S01006093,568,2
S01006094,876,1
S01006095,797,9
S01006096,695,1
S01006097,868,4
S01006098,628,-
S01006099,541,-
S01006100,736,32
S01006101,580,4
S01006102,727,4
S01006103,613,6
S01006104,718,-
S01006105,620,-
S01006106,543,4
S01006107,659,-
S01006108,906,7
S01006109,686,5
S01006110,744,5
S01006111,759,4
S01006112,659,1
S01006113,839,3
S01006114,665,2
S01006115,719,5
S01006116,859,2
S01006117,751,8
S01006118,428,14
S01006119,868,1
S01006120,510,25
S01006121,455,1
S01006122,772,2
S01006123,460,5
S01006124,460,8
S01006125,446,3
S01006126,454,14
S01006127,438,7
S01006128,434,45
S01006129,649,11
S01006130,707,20
S01006131,851,12
S01006132,746,4
S01006133,527,13
S01006134,467,-
S01006135,501,2
S01006136,784,23
S01006137,458,20
S01006138,583,-
S01006139,623,8
S01006140,695,18
S01006141,616,4
S01006142,620,2
S01006143,492,1
S01006144,925,9
S01006145,809,9
S01006146,685,7
S01006147,679,6
S01006148,709,5
S01006149,874,8
S01006150,833,38
S01006151,246,241
S01006152,635,9
S01006153,523,2
S01006154,672,16
S01006155,806,4
S01006156,546,-
S01006157,692,5
S01006158,757,5
S01006159,663,9
S01006160,624,2
S01006161,689,1
S01006162,624,4
S01006163,827,29
S01006164,579,3
S01006165,475,4
S01006166,780,2
S01006167,697,12
S01006168,676,9
S01006169,594,15
S01006170,813,26
S01006171,751,28
S01006172,487,3
S01006173,510,10
S01006174,453,39
S01006175,675,13
S01006176,443,15
S01006177,617,-
S01006178,810,-
S01006179,748,4
S01006180,731,7
S01006181,820,2
S01006182,479,1
S01006183,677,7
S01006184,765,-
S01006185,940,-
S01006186,789,10
S01006187,838,8
S01006188,684,2
S01006189,716,7
S01006190,762,11
S01006191,545,5
S01006192,750,-
S01006193,496,2
S01006194,936,1
S01006195,682,34
S01006196,777,3
S01006197,795,4
S01006198,844,14
S01006199,673,4
S01006200,767,8
S01006201,921,6
S01006202,688,2
S01006203,589,-
S01006204,906,2
S01006205,681,1
S01006206,792,2
